Q8MYY6	Dmel_CG10000
Q95NV8	Dmel_CG14919
Q9VYR2	Dmel_CG1492
X2J7V2	Dmel_CG14920
Q9VKJ5	Dmel_CG14921
Q9VKH5	Dmel_CG14925
Q9VKH4	Dmel_CG14926
Q9VKG9	Dmel_CG14928
Q9VKG6	Dmel_CG14929
Q9VKG5	Dmel_CG14930
M9PCR1	Dmel_CG14931
E1JHF9	Dmel_CG14932
Q9VKE7	Dmel_CG14933
Q9VKE6	Dmel_CG14934
Q8IPA2	Dmel_CG14935
Q9VKF3	Dmel_CG14936
Q9VKF2	Dmel_CG14937
O61360	Dmel_CG14938
Q9VKF0	Dmel_CG14939
Q9VRG3	Dmel_CG1494
Q24338	Dmel_CG14941
Q9VKC3	Dmel_CG14945
Q9VKB8	Dmel_CG14946
Q9VKB7	Dmel_CG14947
Q9VXK1	Dmel_CG14948
Q9VZZ2	Dmel_CG14949
Q7JMV3	Dmel_CG1495
Q9VZT6	Dmel_CG14957
Q9VZT5	Dmel_CG14958
Q7KV71	Dmel_CG14959
Q9VZR8	Dmel_CG14960
Q9VZQ7	Dmel_CG14961
Q9VZU1	Dmel_CG14962
Q9VZT9	Dmel_CG14963
Q9VZT8	Dmel_CG14964
Q960J7	Dmel_CG14965
Q9VZT2	Dmel_CG14966
Q9VZS7	Dmel_CG14967
Q9VZR5	Dmel_CG14968
Q95SH7	Dmel_CG14969
Q9VZP2	Dmel_CG14971
A0A0R4YDN3	Dmel_CG14974
Q7KV62	Dmel_CG14975
Q9VZL6	Dmel_CG14977
A0A1B3Q3M2	Dmel_CG14977
Q9VZL7	Dmel_CG14979
Q9VZL5	Dmel_CG14980
M9PEJ1	Dmel_CG14981
Q9VZK7	Dmel_CG14982
Q9VZK5	Dmel_CG14983
Q9VZK4	Dmel_CG14984
D6W4V3	Dmel_CG14985
Q9VZJ6	Dmel_CG14987
A8WHD3	Dmel_CG14989
Q9V9X0	Dmel_CG1499
Q9VZI5	Dmel_CG14990
Q9VZI3	Dmel_CG14991
Q9VZI2	Dmel_CG14992
Q9VZI8	Dmel_CG14993
P20228	Dmel_CG14994
M9PH99	Dmel_CG14994
E1JIC6	Dmel_CG14995
M9PE30	Dmel_CG14996
Q9VZF6	Dmel_CG14997
A8JNK1	Dmel_CG14998
P53034	Dmel_CG14999
A8JUT1	Dmel_CG1500
Q9VZH2	Dmel_CG15002
Q4V5U6	Dmel_CG15003
B6IDT8	Dmel_CG15004
Q9VZG4	Dmel_CG15005
Q9VZG2	Dmel_CG15006
Q9VZG1	Dmel_CG15007
Q9VZG0	Dmel_CG15008
Q09024	Dmel_CG15009
Q9VRF2	Dmel_CG1501
Q9VZF4	Dmel_CG15010
Q9VZF2	Dmel_CG15011
Q9VZE2	Dmel_CG15012
Q9VZE0	Dmel_CG15013
Q9VZD8	Dmel_CG15014
A8JNK4	Dmel_CG15015
Q9VZD5	Dmel_CG15016
M9NDH8	Dmel_CG15016
Q9VZC8	Dmel_CG15019
P54356	Dmel_CG1502
D3PFG0	Dmel_CG1502
Q9VZC5	Dmel_CG15020
Q9VZC2	Dmel_CG15021
Q8SWU6	Dmel_CG15022
M9PHE4	Dmel_CG15023
Q9VZB7	Dmel_CG15024
Q9VDW5	Dmel_CG15025
Q9VXY4	Dmel_CG15027
Q9VRE9	Dmel_CG1503
Q9VXX1	Dmel_CG15031
Q9W3R2	Dmel_CG15033
Q9W3R4	Dmel_CG15034
Q9W3R1	Dmel_CG15035
Q9W3Q9	Dmel_CG15036
Q9VR83	Dmel_CG1504
Q9VWS5	Dmel_CG15040
Q9VWS8	Dmel_CG15042
Q9VWT7	Dmel_CG15043
Q9VWT8	Dmel_CG15044
Q9VWU0	Dmel_CG15046
Q9VWS7	Dmel_CG15047
O62589	Dmel_CG1505
Q8T4D9	Dmel_CG15056
Q9VWX1	Dmel_CG15059
Q95RI9	Dmel_CG1506
Q9VWX6	Dmel_CG15064
A1ZB63	Dmel_CG15065
Q9V8F5	Dmel_CG15066
A0A1B2AJ76	Dmel_CG15066
A1ZB61	Dmel_CG15067
A1ZB64	Dmel_CG15068
Q95RR6	Dmel_CG1507
A1ZBC3	Dmel_CG15071
A0A0B4LG07	Dmel_CG15073
Q9V8M2	Dmel_CG15077
A1ZBD6	Dmel_CG15078
A1ZBD8	Dmel_CG15080
A8DYI7	Dmel_CG15081
Q4QQ49	Dmel_CG15082
Q7JYX3	Dmel_CG15083
Q7K0F0	Dmel_CG15084
Q7K119	Dmel_CG15085
Q8MSY4	Dmel_CG15087
A1ZBC7	Dmel_CG15088
Q9V8M5	Dmel_CG15093
A0A0B4JCU8	Dmel_CG15093
A1ZBD9	Dmel_CG15094
Q8MRP7	Dmel_CG15095
Q5BIE4	Dmel_CG15096
A0A0B4JD92	Dmel_CG15097
Q4QQB9	Dmel_CG15098
A1ZBE8	Dmel_CG15099
A1ZBE9	Dmel_CG15100
Q7JRC3	Dmel_CG15101
Q7KB18	Dmel_CG15102
Q9V8P9	Dmel_CG15104
A0A0B4KEZ9	Dmel_CG15104
B7YZK8	Dmel_CG15105
Q7K1W4	Dmel_CG15106
A0A0B4KFV4	Dmel_CG15107
A1ZBG6	Dmel_CG15109
D1YSF9	Dmel_CG1511
Q9XZ08	Dmel_CG15110
A1ZBH2	Dmel_CG15111
Q8T4F7	Dmel_CG15112
P28286	Dmel_CG15113
A1ZBG2	Dmel_CG15115
Q4V6H2	Dmel_CG15116
A1ZBH0	Dmel_CG15117
A8DYI9	Dmel_CG15118
Q7K159	Dmel_CG15119
Q9V9R2	Dmel_CG1512
A1ZBM4	Dmel_CG15120
A1ZBM7	Dmel_CG15121
A1ZBM8	Dmel_CG15122
Q4V5L1	Dmel_CG15124
A0A0B4LG30	Dmel_CG15125
A1ZBP6	Dmel_CG15126
Q4V473	Dmel_CG15127
A1ZBP5	Dmel_CG15128
E1JH23	Dmel_CG1513
M9NEV1	Dmel_CG15130
Q9VJF5	Dmel_CG15136
Q9VJF1	Dmel_CG15138
Q9W3N0	Dmel_CG1514
Q6IH99	Dmel_CG15140
Q9VJE3	Dmel_CG15141
Q9VJC8	Dmel_CG15142
Q9VJC5	Dmel_CG15143
Q9VJC4	Dmel_CG15144
Q9VJC3	Dmel_CG15145
Q9VJB9	Dmel_CG15147
Q0E8P6	Dmel_CG15148
Q9W3M8	Dmel_CG1515
Q9VJB0	Dmel_CG15150
X2J6K6	Dmel_CG15151
Q9VJA4	Dmel_CG15152
Q9VJA6	Dmel_CG15153
Q9VJA1	Dmel_CG15154
M9PDC1	Dmel_CG15155
Q0E9E2	Dmel_CG1516
X2JEK7	Dmel_CG15160
Q9VJ72	Dmel_CG15161
M9PDC4	Dmel_CG15162
Q9VJ53	Dmel_CG15167
Q9VJ25	Dmel_CG15168
Q9VJ23	Dmel_CG15169
A8JUW5	Dmel_CG1517
X2J957	Dmel_CG15170
Q9VJ18	Dmel_CG15171
Q9VJ17	Dmel_CG15172
Q8SYD0	Dmel_CG15173
A0A0B4KGA9	Dmel_CG15177
Q4V5H8	Dmel_CG15178
Q9VI40	Dmel_CG15179
Q9VRE0	Dmel_CG1518
H8F4P7	Dmel_CG15180
Q9VI27	Dmel_CG15185
A0A0B4LHU6	Dmel_CG15186
Q9VI07	Dmel_CG15188
Q6AWK7	Dmel_CG15189
Q9V5C6	Dmel_CG1519
Q9VYX1	Dmel_CG15191
A0A1B2AIW8	Dmel_CG15191
M9NDU3	Dmel_CG15196
Q9VZ12	Dmel_CG15198
Q9VZ26	Dmel_CG15199
Q9VAT0	Dmel_CG1520
Q9VZ17	Dmel_CG15200
Q9VZ24	Dmel_CG15201
Q9VZ25	Dmel_CG15202
Q9VZ37	Dmel_CG15203
Q9VZ54	Dmel_CG15208
Q9VZ66	Dmel_CG15209
Q9VZ67	Dmel_CG15210
Q9VZ71	Dmel_CG15211
Q9VRK1	Dmel_CG15212
Q9VRK0	Dmel_CG15213
Q961D1	Dmel_CG15218
Q8MS60	Dmel_CG15219
Q9VYW3	Dmel_CG15220
Q9VYV0	Dmel_CG15221
P08182	Dmel_CG15224
Q9W2R5	Dmel_CG15225
Q9W2R0	Dmel_CG15227
Q9VAT2	Dmel_CG1523
P82705	Dmel_CG15231
A0A0B4LG54	Dmel_CG15231
A1Z6L4	Dmel_CG15233
Q0E9N0	Dmel_CG15236
Q4V665	Dmel_CG15237
Q9W4P4	Dmel_CG15239
C0HKA0	Dmel_CG1524
C0HKA1	Dmel_CG1524
X2JCX8	Dmel_CG1524
Q9W311	Dmel_CG15247
A8JUN7	Dmel_CG15249
A8JUP2	Dmel_CG15252
Q9V421	Dmel_CG15253
Q9V3M3	Dmel_CG15254
Q9V445	Dmel_CG15255
Q9VJP0	Dmel_CG15256
Q9VJP1	Dmel_CG15257
Q9VJP4	Dmel_CG15258
Q9VJP5	Dmel_CG15259
Q9VJP6	Dmel_CG15260
Q9V3W0	Dmel_CG15261
Q9V3I9	Dmel_CG15262
Q9V3T7	Dmel_CG15263
Q9VJP9	Dmel_CG15266
Q9V3J9	Dmel_CG15267
Q7KT79	Dmel_CG15269
C0HKA0	Dmel_CG1527
C0HKA1	Dmel_CG1527
X2JCX8	Dmel_CG1527
M9PCX9	Dmel_CG15270
Q9V3Q9	Dmel_CG15274
M9NDP9	Dmel_CG15278
Q59DZ2	Dmel_CG15279
Q8I0G5	Dmel_CG1528
Q9VJS1	Dmel_CG15282
Q9VJS6	Dmel_CG15283
Q9VJS7	Dmel_CG15284
Q9VJT3	Dmel_CG15286
Q9VJT4	Dmel_CG15287
B7Z152	Dmel_CG1529
Q9V3Y7	Dmel_CG15293
Q9W2T5	Dmel_CG15296
Q9W2U9	Dmel_CG15302
Q9W2U8	Dmel_CG15304
Q9W2W2	Dmel_CG15306
M9PJG5	Dmel_CG15308
Q9W2X7	Dmel_CG15309
K7X7R3	Dmel_CG15309
M9NDT2	Dmel_CG15312
Q9W333	Dmel_CG15317
M9MS40	Dmel_CG15319
Q9VRD4	Dmel_CG1532
Q9W5X2	Dmel_CG15322
E2QDA1	Dmel_CG15323
Q9W3P2	Dmel_CG15324
Q9W3P0	Dmel_CG15325
Q9W3P4	Dmel_CG15326
Q9W3M9	Dmel_CG15329
Q9W3M1	Dmel_CG15330
Q9W3M2	Dmel_CG15332
Q9W3L5	Dmel_CG15333
Q9W3K2	Dmel_CG15335
R4GRV8	Dmel_CG15336
Q9W3I7	Dmel_CG15337
Q9W3G8	Dmel_CG15343
F0JAP7	Dmel_CG15347
Q058X8	Dmel_CG15350
Q9W3E7	Dmel_CG15351
Q9VQ65	Dmel_CG15353
Q9VQ58	Dmel_CG15356
Q4V477	Dmel_CG15357
Q9VQ53	Dmel_CG15358
Q9VQ66	Dmel_CG15361
C5WLP9	Dmel_CG15361
Q9VQ59	Dmel_CG15362
X2JD14	Dmel_CG15365
M9PGR0	Dmel_CG15367
Q9W371	Dmel_CG15368
Q9W370	Dmel_CG15369
Q9VZ38	Dmel_CG1537
Q9W368	Dmel_CG15370
Q9W367	Dmel_CG15371
A8JUM9	Dmel_CG15373
Q9W4N1	Dmel_CG15375
P81911	Dmel_CG15377
Q9VQ80	Dmel_CG15382
Q9VQ86	Dmel_CG15385
Q9VQ88	Dmel_CG15386
A8DYT6	Dmel_CG15387
A8JRH3	Dmel_CG1539
Q8SXK0	Dmel_CG15390
Q9VQE1	Dmel_CG15394
Q7KU18	Dmel_CG15395
P83292	Dmel_CG15396
Q9VQE8	Dmel_CG15398
Q9VQG6	Dmel_CG15399
Q9VQH1	Dmel_CG15400
Q4V6K4	Dmel_CG15403
Q9VQN1	Dmel_CG15404
Q9VQN6	Dmel_CG15406
Q9VQP2	Dmel_CG15408
Q4V5G0	Dmel_CG15412
Q9VQR5	Dmel_CG15414
Q9VQS4	Dmel_CG15415
Q9VQT1	Dmel_CG15418
Q9V9Z9	Dmel_CG1542
Q9VQW4	Dmel_CG15422
Q9VQW5	Dmel_CG15423
Q9VQX8	Dmel_CG15425
Q967D7	Dmel_CG15427
E1JHS9	Dmel_CG15427
M9PEG4	Dmel_CG15429
Q86B61	Dmel_CG1543
X2JIW9	Dmel_CG1543
Q9VQZ3	Dmel_CG15431
Q9VQZ5	Dmel_CG15432
Q9VQZ6	Dmel_CG15433
Q9VR00	Dmel_CG15434
Q9VR03	Dmel_CG15435
Q9VR05	Dmel_CG15436
Q9Y165	Dmel_CG15437
Q9VQZ7	Dmel_CG15438
Q9VQZ8	Dmel_CG15439
Q9VA02	Dmel_CG1544
T2FGC6	Dmel_CG1544
Q8SXG7	Dmel_CG15440
Q94529	Dmel_CG15441
P41092	Dmel_CG15442
M9MRC9	Dmel_CG15442
Q9VR04	Dmel_CG15443
Q9VR07	Dmel_CG15444
E1JHT2	Dmel_CG15444
Q9VRF3	Dmel_CG15445
M9NFI6	Dmel_CG15446
Q9VRD7	Dmel_CG15449
Q9VZ39	Dmel_CG1545
Q9VRC1	Dmel_CG15450
Q9VRB8	Dmel_CG15452
Q9VRA0	Dmel_CG15456
Q9VR96	Dmel_CG15457
Q9VR93	Dmel_CG15458
Q9VR92	Dmel_CG15459
Q9I7H5	Dmel_CG1546
Q9VR88	Dmel_CG15460
Q9VRA5	Dmel_CG15461
Q9W4E5	Dmel_CG15465
Q8T414	Dmel_CG15468
Q9W4G8	Dmel_CG15471
Q9W4H1	Dmel_CG15472
Q9W4I1	Dmel_CG15473
Q9VIL6	Dmel_CG15475
Q9W3Q4	Dmel_CG15478
Q9VK13	Dmel_CG15479
Q7K485	Dmel_CG1548
Q9VK17	Dmel_CG15480
Q9VK19	Dmel_CG15481
Q9VK23	Dmel_CG15482
Q9VK55	Dmel_CG15483
Q9VK61	Dmel_CG15484
Q9VK72	Dmel_CG15485
Q9VD91	Dmel_CG15497
Q8T3R9	Dmel_CG15498
Q7JVG6	Dmel_CG1550
Q9VDA3	Dmel_CG15503
Q9VAI8	Dmel_CG15504
Q9VAI7	Dmel_CG15505
Q8IMK6	Dmel_CG15506
Q9VAF7	Dmel_CG15510
A0A0B4KHE1	Dmel_CG15514
A0A0B4KI23	Dmel_CG15515
Q9VAE6	Dmel_CG15517
Q9VZ40	Dmel_CG1552
X2JES6	Dmel_CG1552
Q9NIP6	Dmel_CG15520
A0A1B2AIW9	Dmel_CG15520
Q9VAD7	Dmel_CG15522
Q9VAD3	Dmel_CG15523
Q9VAC8	Dmel_CG15524
Q9VAC7	Dmel_CG15525
Q9VAA7	Dmel_CG15526
Q9VAB9	Dmel_CG15527
Q9VAB0	Dmel_CG15528
Q9VAA1	Dmel_CG15529
Q0E9G3	Dmel_CG1553
Q9VA96	Dmel_CG15530
Q9VA93	Dmel_CG15531
Q9N2M8	Dmel_CG15532
Q9VA78	Dmel_CG15533
Q9VA77	Dmel_CG15534
Q9VA82	Dmel_CG15535
Q9VA80	Dmel_CG15536
Q9VA76	Dmel_CG15537
Q9VA75	Dmel_CG15538
Q0KHY7	Dmel_CG15539
P04052	Dmel_CG1554
D0Z769	Dmel_CG1554
Q9VA43	Dmel_CG15543
Q9VA34	Dmel_CG15544
Q9VA31	Dmel_CG15545
Q9VA30	Dmel_CG15546
Q9VA28	Dmel_CG15547
Q9VA23	Dmel_CG15548
Q9VA25	Dmel_CG15549
A1Z746	Dmel_CG1555
Q9VA24	Dmel_CG15550
Q9VA22	Dmel_CG15551
Q9VA17	Dmel_CG15552
Q9VA14	Dmel_CG15553
Q8SZA1	Dmel_CG15554
Q9V9Y5	Dmel_CG15555
Q9VA10	Dmel_CG15556
Q9V9Z8	Dmel_CG15561
Q9V9Z5	Dmel_CG15563
Q9V9Z4	Dmel_CG15564
Q9W4M4	Dmel_CG15570
Q9W4M5	Dmel_CG15571
Q9W4L8	Dmel_CG15572
Q9W4M3	Dmel_CG15573
Q9W4M0	Dmel_CG15576
Q9W4L7	Dmel_CG15577
Q9W4L6	Dmel_CG15578
Q9W4L4	Dmel_CG15579
Q9VYX4	Dmel_CG1558
Q9VNK8	Dmel_CG15580
Q9VNK9	Dmel_CG15581
Q9VNL1	Dmel_CG15582
Q9VNL8	Dmel_CG15585
Q9VNM2	Dmel_CG15589
Q9VYS3	Dmel_CG1559
X2JBC1	Dmel_CG1559
A0A0B4JD67	Dmel_CG15590
Q9VNM8	Dmel_CG15591
Q9VNM9	Dmel_CG15592
Q9VNN0	Dmel_CG15593
Q8IPR5	Dmel_CG15594
Q9VNN5	Dmel_CG15595
Q9VNN1	Dmel_CG15596
Q9VNN3	Dmel_CG15597
Q9VNN9	Dmel_CG15598
Q9VXS2	Dmel_CG15599
P11584	Dmel_CG1560
X2JAU0	Dmel_CG1560
X2JC09	Dmel_CG15601
Q4QQ70	Dmel_CG15602
A1ZAQ6	Dmel_CG15605
B7YZI1	Dmel_CG15609
Q7KV34	Dmel_CG1561
A1ZAQ4	Dmel_CG15611
A1ZAL6	Dmel_CG15614
A1ZAJ7	Dmel_CG15615
Q6GUR9	Dmel_CG15616
A1ZAI8	Dmel_CG15617
Q9VWB9	Dmel_CG15618
Q9VQ46	Dmel_CG15623
Q9VR48	Dmel_CG15624
Q9VR43	Dmel_CG15625
Q9VR33	Dmel_CG15626
E9NA96	Dmel_CG15627
Q9VR30	Dmel_CG15628
Q9VR28	Dmel_CG15629
Q9VR25	Dmel_CG15630
X2J8L7	Dmel_CG15631
Q9VR21	Dmel_CG15632
Q9VR19	Dmel_CG15634
Q9VR13	Dmel_CG15635
Q9VR09	Dmel_CG15636
Q9V3U7	Dmel_CG15638
Q9VXU9	Dmel_CG15641
Q9VXV0	Dmel_CG15642
Q9VXT6	Dmel_CG15643
Q9VXT3	Dmel_CG15645
Q9VXS4	Dmel_CG15646
Q4V664	Dmel_CG15649
Q9W2P4	Dmel_CG15650
Q9W2P2	Dmel_CG15651
Q9W2M9	Dmel_CG15653
Q9W2K7	Dmel_CG15657
Q9W2J7	Dmel_CG15658
Q9W2J3	Dmel_CG15661
B7YZM8	Dmel_CG15666
Q7K9H6	Dmel_CG15667
Q8IRK7	Dmel_CG15669
Q9VZ44	Dmel_CG1567
Q9W2H2	Dmel_CG15671
Q9W2F5	Dmel_CG15673
Q9W2F1	Dmel_CG15674
Q8T965	Dmel_CG15676
Q9W2E6	Dmel_CG15678
Q9VDN3	Dmel_CG15685
Q9V9W7	Dmel_CG1569
P55828	Dmel_CG15693
A0A1B2AL12	Dmel_CG15693
Q8SY05	Dmel_CG15695
Q9VDH9	Dmel_CG15696
Q9VDH8	Dmel_CG15697
Q7JR82	Dmel_CG15701
Q7JWE4	Dmel_CG15704
Q4QPV3	Dmel_CG15705
Q8MRB2	Dmel_CG15706
A1ZAC4	Dmel_CG15707
Q8T419	Dmel_CG15708
Q9W3L0	Dmel_CG1571
Q4V6W7	Dmel_CG15710
A1ZAF4	Dmel_CG15711
A1ZAG7	Dmel_CG15712
Q9VUU8	Dmel_CG15715
Q9VYG8	Dmel_CG15717
Q9VYH6	Dmel_CG15719
Q9VYX8	Dmel_CG1572
Q9VYH8	Dmel_CG15721
Q9VYJ8	Dmel_CG15725
Q9VYK8	Dmel_CG15727
Q9VYK9	Dmel_CG15728
Q9VYM3	Dmel_CG15730
Q9VYM9	Dmel_CG15731
Q9VYN4	Dmel_CG15732
Q9VYP9	Dmel_CG15734
Q9VYR0	Dmel_CG15735
Q9V452	Dmel_CG15736
Q9VYS4	Dmel_CG15737
L7XBB9	Dmel_CG15737
Q9VYS5	Dmel_CG15738
X2JJK8	Dmel_CG15738
Q9VYT0	Dmel_CG15739
Q9VYT7	Dmel_CG15740
Q9VYT9	Dmel_CG15741
B7Z148	Dmel_CG15742
Q9VYF2	Dmel_CG15743
M9PH13	Dmel_CG15743
Q7KV24	Dmel_CG15744
Q9VYE3	Dmel_CG15747
Q9VYE0	Dmel_CG15749
Q9W3K4	Dmel_CG1575
Q9VYC3	Dmel_CG15754
Q9VYC2	Dmel_CG15756
Q9VYC1	Dmel_CG15757
M9PHR3	Dmel_CG15760
Q9W465	Dmel_CG15764
Q9W468	Dmel_CG15765
Q9W469	Dmel_CG15766
Q9W473	Dmel_CG15767
Q7JWG9	Dmel_CG1577
A0A1B2AJ61	Dmel_CG1577
Q9W481	Dmel_CG15771
Q9W483	Dmel_CG15772
Q4V5L2	Dmel_CG15773
Q9W497	Dmel_CG15779
Q8MRI4	Dmel_CG1578
Q9W4C1	Dmel_CG15784
Q99323	Dmel_CG15792
Q24324	Dmel_CG15793
Q9W358	Dmel_CG15797
X2JEL4	Dmel_CG15797
Q9W1J7	Dmel_CG15800
A0A0B4LIC4	Dmel_CG15803
Q7KVA7	Dmel_CG15804
Q9VGB5	Dmel_CG15807
Q07327	Dmel_CG15811
M9PEL1	Dmel_CG15811
Q9VZU3	Dmel_CG15812
Q9VX13	Dmel_CG15814
Q8I077	Dmel_CG15817
Q9VM16	Dmel_CG15818
Q9VZ55	Dmel_CG1582
Q9W045	Dmel_CG15820
B7Z0I2	Dmel_CG15822
Q9VPV1	Dmel_CG15824
Q9VIX7	Dmel_CG15825
Q7KTG2	Dmel_CG15828
Q9VS21	Dmel_CG15829
Q9W3I8	Dmel_CG1583
Q9V333	Dmel_CG15835
Q9Y1B2	Dmel_CG1584
P05552	Dmel_CG15845
C6SUW9	Dmel_CG15845
Q8MSI2	Dmel_CG15848
P48593	Dmel_CG15855
C6SUU8	Dmel_CG15855
Q9W0Y6	Dmel_CG15860
Q9W0Y0	Dmel_CG15861
P81900	Dmel_CG15862
Q4QQ01	Dmel_CG15863
Q9VHU7	Dmel_CG15864
Q9VXD4	Dmel_CG15865
Q9XYM0	Dmel_CG1587
E2QCN8	Dmel_CG15870
Q9VY48	Dmel_CG15871
Q9W174	Dmel_CG15873
Q9W173	Dmel_CG15874
Q9VZ92	Dmel_CG15876
Q9W019	Dmel_CG15877
Q9W041	Dmel_CG15878
Q9W048	Dmel_CG15879
Q9VPT6	Dmel_CG15880
Q7KUT5	Dmel_CG15881
Q9VWM2	Dmel_CG15882
Q9VWM0	Dmel_CG15883
Q9VB81	Dmel_CG15884
Q9VFX3	Dmel_CG15887
Q9VFX4	Dmel_CG15888
Q9VFX8	Dmel_CG15889
Q9VY22	Dmel_CG15890
Q9W411	Dmel_CG15891
Q9W412	Dmel_CG15892
A8JUZ7	Dmel_CG15894
Q9W413	Dmel_CG15896
Q9W415	Dmel_CG15897
G2J611	Dmel_CG15897
A8JUY8	Dmel_CG15899
Q9VGS8	Dmel_CG15902
A1ZBM9	Dmel_CG15904
A0A0B4KFD3	Dmel_CG15905
Q4QPU3	Dmel_CG15908
A1Z6N3	Dmel_CG15909
Q9V3P3	Dmel_CG1591
Q9W4J7	Dmel_CG15912
Q9VXN0	Dmel_CG15914
Q8SXX0	Dmel_CG15916
A1ZAQ9	Dmel_CG15917
A1ZAQ7	Dmel_CG15918
A1ZAJ6	Dmel_CG15919
Q9V7U0	Dmel_CG15920
Q9VDL5	Dmel_CG15922
Q9VDK3	Dmel_CG15923
A1ZAG4	Dmel_CG15925
Q9VYN0	Dmel_CG15927
Q9W482	Dmel_CG15929
Q9W4D3	Dmel_CG15930
Q24592	Dmel_CG1594
Q9VZ04	Dmel_CG1597
Q7JWD3	Dmel_CG1598
Q7JYX5	Dmel_CG1599
Q0E9G4	Dmel_CG1600
Q8MSB3	Dmel_CG1602
Q1LZ24	Dmel_CG1603
Q5BIC3	Dmel_CG1605
A0A0B4KHK8	Dmel_CG1607
Q9V9X8	Dmel_CG1609
Q94526	Dmel_CG1615
X2JD82	Dmel_CG1615
Q26454	Dmel_CG1616
A0A0B4LEV2	Dmel_CG1616
P46461	Dmel_CG1618
M9PH10	Dmel_CG1618
Q86CW5	Dmel_CG1619
E1JGZ3	Dmel_CG1620
Q7JUZ9	Dmel_CG1621
M9PHQ4	Dmel_CG1622
Q7K568	Dmel_CG1623
A1Z7Z9	Dmel_CG1625
Q9W2T2	Dmel_CG1628
Q9V4C0	Dmel_CG1629
Q9VR84	Dmel_CG1631
Q9W3H0	Dmel_CG1632
Q9V3P0	Dmel_CG1633
X2JF59	Dmel_CG1633
P20241	Dmel_CG1634
E1JJF8	Dmel_CG1634
Q95TK5	Dmel_CG1635
X2JEI6	Dmel_CG1636
Q9VZ57	Dmel_CG1637
Q9V9W5	Dmel_CG1638
O97454	Dmel_CG1639
Q7KV27	Dmel_CG1640
Q9VZ09	Dmel_CG1641
Q9W3R7	Dmel_CG1643
Q9VRI9	Dmel_CG1644
Q7KRW8	Dmel_CG1646
A0A0B4KH87	Dmel_CG1647
Q7K2P3	Dmel_CG1648
Q4V5A3	Dmel_CG1650
Q0KIE7	Dmel_CG1651
Q7JY62	Dmel_CG1652
Q9VZ61	Dmel_CG1655
A1Z7Z6	Dmel_CG1656
Q9VZ08	Dmel_CG1657
Q9XYQ2	Dmel_CG1659
Q540Y4	Dmel_CG1659
Q9VYD7	Dmel_CG1660
X2JEU5	Dmel_CG1660
Q9VYD6	Dmel_CG1662
Q4V6W8	Dmel_CG1663
Q9U1H9	Dmel_CG1664
A1Z803	Dmel_CG1665
Q9VRI0	Dmel_CG1666
A0A0B4LFY9	Dmel_CG1667
P54192	Dmel_CG1668
E2DCD9	Dmel_CG1668
Q9V4L4	Dmel_CG1669
B7YZS7	Dmel_CG1669
Q9VR95	Dmel_CG1670
Q9VX84	Dmel_CG16700
Q9VQT5	Dmel_CG16704
Q9VCJ8	Dmel_CG16705
M9PHX2	Dmel_CG16707
Q9VNA6	Dmel_CG16708
Q7JQT9	Dmel_CG1671
Q9VCJ9	Dmel_CG16710
Q9VT35	Dmel_CG16711
Q9VQT8	Dmel_CG16712
Q9VQT7	Dmel_CG16713
A1ZBN5	Dmel_CG16716
Q9VT29	Dmel_CG16717
A0A0B4JCY1	Dmel_CG16718
Q9VT31	Dmel_CG16719
P28285	Dmel_CG16720
Q9W461	Dmel_CG16721
Q9VCK8	Dmel_CG16723
P11596	Dmel_CG16724
Q9VV74	Dmel_CG16725
Q9VDV6	Dmel_CG16727
Q95RG8	Dmel_CG16728
Q9VYD5	Dmel_CG1673
A0A0B4JCZ9	Dmel_CG16732
Q9VHH0	Dmel_CG16733
Q9VHG8	Dmel_CG16734
Q9VHG7	Dmel_CG16736
P32030	Dmel_CG16738
Q961V5	Dmel_CG16738
Q4V671	Dmel_CG16739
Q9V4C1	Dmel_CG1674
P08099	Dmel_CG16740
S5M1F0	Dmel_CG16740
Q8T956	Dmel_CG16741
A1ZBW7	Dmel_CG16742
M9PFK3	Dmel_CG16743
P54361	Dmel_CG16747
Q9VHF7	Dmel_CG16749
Q6NN40	Dmel_CG1675
Q8SWR3	Dmel_CG16752
Q9VZV8	Dmel_CG16753
Q9VHE6	Dmel_CG16755
E2E4X6	Dmel_CG16755
Q9W4C2	Dmel_CG16756
M9NEY3	Dmel_CG16757
M9ND26	Dmel_CG16758
Q9VR99	Dmel_CG1676
Q9W011	Dmel_CG16761
H8F4S6	Dmel_CG16761
Q9W012	Dmel_CG16762
Q9VEG2	Dmel_CG16766
Q9W3R9	Dmel_CG1677
Q9VIW9	Dmel_CG16771
Q9VIQ6	Dmel_CG16772
Q9VVM3	Dmel_CG16775
P14083	Dmel_CG16778
A0A0B4LGK1	Dmel_CG16778
Q9VHD1	Dmel_CG16779
Q9VRI1	Dmel_CG1678
M9PDP1	Dmel_CG16781
Q9W4S4	Dmel_CG16782
Q9W1F6	Dmel_CG16783
P48611	Dmel_CG16784
O77438	Dmel_CG16785
X2JC46	Dmel_CG16785
Q7JRF0	Dmel_CG16786
Q9W1F2	Dmel_CG16787
Q9VHC0	Dmel_CG16788
A0A0B4KFL6	Dmel_CG16789
Q9VHB3	Dmel_CG16790
B5X522	Dmel_CG16790
A0A0B4LHQ0	Dmel_CG16791
Q24297	Dmel_CG16792
M9PFT4	Dmel_CG16793
Q9VIM8	Dmel_CG16798
